data0,data1,data2,data3,data4,data5,data6
141,14:48,2400,8.50,20400.00,流出,--
142,14:48,14100,8.50,119850.00,流出,--
143,14:48,51500,8.50,437750.00,流出,--
144,14:48,100,8.50,850.00,流出,--
145,14:48,6400,8.51,54464.00,流入,--
146,14:48,2200,8.50,18700.00,流出,--
147,14:48,700,8.51,5955.00,流入,--
148,14:48,1900,8.50,16150.00,流出,--
149,14:47,3600,8.50,30600.00,流出,--
150,14:47,2100,8.50,17850.00,流出,--
151,14:47,300,8.50,2551.00,流出,--
152,14:47,500,8.50,4250.00,流出,--
153,14:47,51600,8.51,438601.00,流入,--
154,14:47,4000,8.50,34000.00,流出,--
155,14:47,1700,8.51,14467.00,流入,--
156,14:47,17875,8.50,151937.50,流出,--
157,14:47,500,8.50,4250.00,流出,--
158,14:47,3100,8.50,26350.00,流出,--
159,14:47,2000,8.51,17020.00,流入,--
160,14:47,100,8.51,851.00,流入,--
161,14:47,7300,8.50,62050.00,流出,--
162,14:47,800,8.50,6800.00,流出,--
163,14:47,2000,8.50,17000.00,流出,--
164,14:47,500,8.50,4250.00,流出,--
165,14:47,700,8.50,5950.00,流出,--
166,14:47,5000,8.51,42550.00,流入,--
167,14:46,2500,8.50,21250.00,流出,--
168,14:46,2700,8.50,22950.00,流出,--
169,14:46,1500,8.50,12750.00,流出,--
170,14:46,26000,8.50,221023.00,流出,--
171,14:46,4700,8.50,39950.00,流出,--
172,14:46,19900,8.50,169197.00,流出,--
173,14:46,2000,8.50,17000.00,流出,--
174,14:46,4000,8.50,34000.00,流出,--
175,14:46,500,8.50,4250.00,流出,--
176,14:46,20800,8.50,176800.00,流出,--
177,14:46,9514,8.50,80869.00,流入,--
178,14:46,8900,8.50,75650.00,流入,--
179,14:46,900,8.50,7650.00,流入,--
180,14:46,41486,8.50,352636.00,流出,--
181,14:46,1100,8.51,9358.00,流入,--
182,14:46,14200,8.50,120720.00,流出,--
183,14:45,5000,8.50,42520.00,流出,--
184,14:45,1500,8.50,12750.00,流出,--
185,14:45,3500,8.50,29750.00,流出,--
186,14:45,100,8.50,850.00,流出,--
187,14:45,6900,8.50,58650.00,流出,--
188,14:45,400,8.50,3400.00,流出,--
189,14:45,2100,8.50,17850.00,流出,--
190,14:45,800,8.50,6800.00,流出,--
191,14:45,914,8.50,7769.00,流入,--
192,14:45,2000,8.50,17000.00,流入,--
193,14:45,11400,8.50,96889.00,流入,--
194,14:45,3000,8.50,25500.00,流入,--
195,14:45,108300,8.49,920540.00,流出,--
196,14:45,5100,8.50,43350.00,流入,--
197,14:45,3000,8.50,25500.00,流入,--
198,14:45,3200,8.50,27198.00,流入,--
199,14:45,500,8.50,4250.00,流入,--
200,14:44,400,8.49,3396.00,流出,--
201,14:44,500,8.50,4250.00,流入,--
202,14:44,4000,8.50,34000.00,流入,--
203,14:44,1300,8.50,11050.00,流入,--
204,14:44,13600,8.49,115564.00,流出,--
205,14:44,22700,8.50,192780.00,流入,--
206,14:44,15200,8.49,129088.00,流出,--
207,14:44,800,8.49,6792.00,流出,--
208,14:44,5100,8.50,43350.00,流入,--
209,14:44,8600,8.49,73024.00,流出,--
210,14:44,5800,8.50,49299.00,流入,--
211,14:44,9200,8.50,78200.00,流入,--
212,14:44,1000,8.50,8500.00,流入,--
213,14:44,7600,8.49,64524.00,流出,--
214,14:43,4300,8.49,36542.00,流出,--
215,14:43,1000,8.49,8490.00,流出,--
216,14:43,100,8.50,850.00,流入,--
217,14:43,5000,8.49,42450.00,流出,--
218,14:43,2600,8.50,22100.00,流入,--
219,14:43,3000,8.50,25500.00,流入,--
220,14:43,1100,8.50,9350.00,流入,--
221,14:43,1000,8.50,8500.00,流入,--
222,14:43,500,8.50,4250.00,流入,--
223,14:43,3700,8.50,31445.00,流入,--
224,14:42,2000,8.50,17000.00,流入,--
225,14:42,3100,8.50,26329.00,流入,--
226,14:42,3000,8.50,25500.00,流入,--
227,14:42,11000,8.49,93400.00,流出,--
228,14:42,37300,8.50,317037.00,流入,--
229,14:42,10600,8.49,90040.00,流出,--
230,14:42,6000,8.50,51000.00,流入,--
231,14:42,14700,8.50,124853.00,流入,--
232,14:42,1000,8.50,8500.00,流入,--
233,14:42,400,8.49,3396.00,流出,--
234,14:42,4100,8.49,34809.00,流出,--
235,14:42,2000,8.49,16980.00,流出,--
236,14:42,14300,8.49,121528.00,流出,--
237,14:42,5000,8.49,42450.00,流出,--
238,14:41,1000,8.50,8500.00,流入,--
239,14:41,1600,8.49,13594.00,流出,--
240,14:41,200,8.50,1700.00,流入,--
241,14:41,5000,8.49,42450.00,流出,--
242,14:41,11300,8.49,95937.00,流出,--
243,14:41,23000,8.49,195300.00,流出,--
244,14:41,100,8.49,849.00,流出,--
245,14:41,500,8.50,4250.00,流入,--
246,14:41,1500,8.49,12735.00,流出,--
247,14:41,5100,8.49,43345.00,流出,--
248,14:41,400,8.49,3396.00,流出,--
249,14:40,27300,8.49,231777.00,流入,--
250,14:40,300,8.48,2544.00,流出,--
251,14:40,1400,8.49,11885.00,流入,--
252,14:40,15200,8.48,128918.00,流出,--
253,14:40,500,8.49,4245.00,流入,--
254,14:40,20000,8.48,169600.00,流出,--
255,14:40,800,8.49,6792.00,流入,--
256,14:40,3000,8.49,25470.00,流入,--
257,14:40,400,8.49,3396.00,流入,--
258,14:40,200,8.49,1698.00,流入,--
259,14:40,3000,8.49,25470.00,流入,--
260,14:40,200,8.49,1698.00,流入,--
261,14:40,2200,8.49,18678.00,流入,--
262,14:40,13500,8.49,114615.00,流出,--
263,14:40,200,8.49,1698.00,流出,--
264,14:40,1400,8.49,11886.00,流出,--
265,14:40,600,8.50,5100.00,流入,--
266,14:39,11200,8.49,95088.00,流出,--
267,14:39,500,8.49,4245.00,流出,--
268,14:39,100,8.49,849.00,流出,--
269,14:39,1000,8.49,8490.00,流出,--
270,14:39,1200,8.49,10188.00,流入,--
271,14:39,1600,8.49,13584.00,流入,--
272,14:39,19400,8.49,164706.00,流出,--
273,14:39,8600,8.49,73014.00,流出,--
274,14:39,27600,8.49,234324.00,流出,--
275,14:39,2300,8.50,19535.00,流入,--
276,14:39,20000,8.49,169800.00,流出,--
277,14:39,500,8.50,4248.00,流入,--
278,14:39,7800,8.49,66222.00,流出,--
279,14:39,10000,8.49,84900.00,流出,--
280,14:39,25100,8.49,213099.00,流出,--
281,14:38,2100,8.49,17829.00,流出,--
282,14:38,20000,8.49,169800.00,流出,--
283,14:38,1100,8.50,9344.00,流入,--
284,14:38,3600,8.49,30564.00,流出,--
285,14:38,50000,8.49,424500.00,流出,--
286,14:38,900,8.49,7643.00,流出,--
287,14:38,100,8.49,849.00,流出,--
288,14:38,500,8.50,4250.00,流入,--
289,14:38,9094,8.50,77242.06,流入,--
290,14:38,1200,8.49,10188.00,流入,--
291,14:37,36706,8.49,311635.94,流出,--
292,14:37,200,8.50,1700.00,流入,--
293,14:37,105000,8.49,891500.00,流出,--
294,14:37,1800,8.50,15294.00,流入,--
295,14:37,100,8.49,849.00,流出,--
296,14:37,1000,8.50,8500.00,流入,--
297,14:37,3000,8.50,25500.00,流入,--
298,14:37,110600,8.49,939100.00,流出,--
299,14:37,3900,8.49,33111.00,流出,--
300,14:37,5000,8.50,42490.00,流入,--
301,14:37,8400,8.50,71400.00,流入,--
302,14:37,20200,8.49,171500.00,流出,--
303,14:37,800,8.50,6800.00,流入,--
304,14:37,11100,8.50,94350.00,流入,--
305,14:36,2100,8.50,17850.00,流入,--
306,14:36,5500,8.50,46700.00,流入,--
307,14:36,35900,8.50,305150.00,流入,--
308,14:36,200,8.50,1700.00,流入,--
309,14:36,600,8.50,5100.00,流入,--
310,14:36,5100,8.50,43350.00,流入,--
311,14:36,400,8.50,3400.00,流入,--
312,14:36,500,8.49,4245.00,流出,--
313,14:36,600,8.50,5100.00,流入,--
314,14:36,5000,8.50,42500.00,流入,--
315,14:36,15549,8.50,132168.50,流出,--
316,14:36,20000,8.50,170000.00,流出,--
317,14:36,4000,8.50,34000.00,流出,--
318,14:35,500,8.51,4255.00,流入,--
319,14:35,600,8.50,5100.00,流出,--
320,14:35,500,8.50,4250.00,流出,--
321,14:35,2200,8.51,18702.00,流入,--
322,14:35,1500,8.51,12765.00,流入,--
323,14:35,1800,8.50,15300.00,流出,--
324,14:35,600,8.50,5100.00,流出,--
325,14:35,951,8.50,8083.50,流入,--
326,14:35,13000,8.50,110500.00,流入,--
327,14:35,11700,8.50,99450.00,流入,--
328,14:35,2000,8.50,17000.00,流入,--
329,14:35,2500,8.50,21235.00,流入,--
330,14:35,2000,8.50,17000.00,流入,--
331,14:34,1500,8.50,12750.00,流入,--
332,14:34,800,8.50,6800.00,流入,--
333,14:34,200,8.50,1700.00,流入,--
334,14:34,11350,8.50,96475.00,流出,--
335,14:34,3700,8.51,31452.00,流入,--
336,14:34,2100,8.50,17850.00,流出,--
337,14:34,30100,8.50,255850.00,流出,--
338,14:34,1800,8.50,15300.00,流出,--
339,14:34,20800,8.50,176800.00,流出,--
340,14:34,400,8.51,3404.00,流入,--
341,14:34,500,8.51,4255.00,流入,--
342,14:34,20200,8.51,171702.00,流入,--
343,14:34,13815,8.50,117427.50,流出,--
344,14:34,27800,8.50,236300.00,流出,--
345,14:33,600,8.50,5100.00,流出,--
346,14:33,21000,8.50,178500.00,流出,--
347,14:33,20000,8.50,170000.00,流出,--
348,14:33,17035,8.50,144760.50,流入,--
349,14:33,20000,8.49,169800.00,流出,--
350,14:33,30800,8.50,261800.00,流入,--
351,14:33,1100,8.50,9350.00,流入,--
352,14:33,20000,8.49,169800.00,流出,--
353,14:33,20000,8.50,170000.00,流入,--
354,14:33,1100,8.50,9350.00,流入,--
355,14:33,200,8.50,1700.00,流入,--
356,14:33,100,8.50,850.00,流入,--
357,14:33,1200,8.50,10200.00,流入,--
358,14:33,200,8.50,1700.00,流入,--
359,14:33,2000,8.49,16980.00,流出,--
360,14:32,400,8.50,3400.00,流入,--
361,14:32,3700,8.49,31425.00,流出,--
362,14:32,3600,8.50,30600.00,流入,--
363,14:32,13000,8.50,110500.00,流入,--
364,14:32,20000,8.49,169800.00,流出,--
365,14:32,200,8.50,1700.00,流入,--
366,14:32,5000,8.50,42500.00,流入,--
367,14:32,2000,8.50,17000.00,流入,--
368,14:32,300,8.50,2550.00,流入,--
369,14:32,800,8.50,6800.00,流入,--
370,14:32,500,8.50,4250.00,流入,--
371,14:32,20000,8.49,169800.00,流出,--
372,14:32,19500,8.50,165750.00,流入,--
373,14:32,23100,8.50,196350.00,流入,--
374,14:31,13680,8.50,116280.00,流出,--
375,14:31,11000,8.50,93500.00,流出,--
376,14:31,200,8.51,1702.00,流入,--
377,14:31,300,8.51,2553.00,流入,--
378,14:31,2000,8.50,17000.00,流出,--
379,14:31,11600,8.51,98716.00,流入,--
380,14:31,800,8.51,6808.00,流入,--
381,14:31,1500,8.50,12750.00,流出,--
382,14:31,20000,8.50,170000.00,流出,--
383,14:31,20000,8.50,170000.00,流出,--
384,14:31,21200,8.50,180212.00,流出,--
385,14:31,27200,8.50,231200.00,流出,--
386,14:31,100,8.50,850.00,流出,--
387,14:31,2800,8.51,23818.00,流入,--
388,14:30,21620,8.50,183770.00,流出,--
389,14:30,500,8.50,4251.00,流出,--
390,14:30,1500,8.51,12765.00,流入,--
391,14:30,27400,8.51,232938.00,流入,--
392,14:30,7500,8.50,63752.00,流出,--
393,14:30,14200,8.51,120842.00,流入,--
394,14:30,1600,8.51,13605.00,流入,--
395,14:30,300,8.51,2553.00,流入,--
396,14:30,700,8.51,5952.00,流入,--
397,14:30,1200,8.51,10206.00,流入,--
398,14:30,5900,8.51,50153.00,流入,--
399,14:30,1000,8.50,8500.00,流出,--
400,14:30,5700,8.50,48461.00,流出,--
401,14:29,2000,8.50,17000.00,流出,--
402,14:29,5000,8.51,42550.00,流入,--
403,14:29,100,8.51,851.00,流入,--
404,14:29,2300,8.50,19550.00,流出,--
405,14:29,7200,8.50,61202.00,流出,--
406,14:29,700,8.51,5957.00,流入,--
407,14:29,1000,8.51,8510.00,流入,--
408,14:29,1700,8.51,14467.00,流入,--
409,14:29,74920,8.51,637619.20,流出,--
410,14:29,3500,8.52,29820.00,流入,--
411,14:28,600,8.52,5112.00,流入,--
412,14:28,1200,8.52,10224.00,流入,--
413,14:28,200,8.52,1704.00,流入,--
414,14:28,325,8.52,2768.75,流入,--
415,14:28,30000,8.51,255300.00,流出,--
416,14:28,1100,8.51,9361.00,流出,--
417,14:28,2700,8.51,22977.00,流出,--
418,14:28,2000,8.51,17020.00,流出,--
419,14:28,1200,8.51,10212.00,流出,--
420,14:28,800,8.52,6810.00,流入,--
421,14:28,4235,8.51,36039.85,流出,--
422,14:28,200,8.52,1704.00,流入,--
423,14:27,200,8.52,1704.00,流入,--
424,14:27,1000,8.51,8510.00,流出,--
425,14:27,1300,8.52,11065.00,流入,--
426,14:27,1100,8.52,9372.00,流入,--
427,14:27,800,8.51,6808.00,流出,--
428,14:27,20000,8.51,170200.00,流出,--
429,14:27,23000,8.51,195760.00,流出,--
430,14:27,6300,8.51,53621.00,流出,--
431,14:27,6700,8.52,57084.00,流入,--
432,14:27,20000,8.51,170200.00,流出,--
433,14:27,300,8.52,2556.00,流入,--
434,14:27,20700,8.51,176157.00,流出,--
435,14:27,12200,8.52,103844.00,流入,--
436,14:27,500,8.51,4255.00,流出,--
437,14:26,300,8.52,2556.00,流入,--
438,14:26,3300,8.52,28116.00,流入,--
439,14:26,6700,8.52,57084.00,流入,--
440,14:26,4200,8.52,35784.00,流入,--
441,14:26,200,8.52,1704.00,流入,--
442,14:26,1800,8.52,15336.00,流入,--
443,14:26,1000,8.52,8520.00,流入,--
444,14:26,1500,8.52,12780.00,流入,--
445,14:26,1000,8.52,8520.00,流入,--
446,14:26,1000,8.52,8520.00,流入,--
447,14:26,4200,8.52,35784.00,流出,--
448,14:26,22500,8.53,191705.00,流入,--
449,14:26,200,8.52,1704.00,流出,--
450,14:26,22100,8.53,188295.00,流入,--
451,14:25,2400,8.52,20448.00,流出,--
452,14:25,20500,8.52,174660.00,流出,--
453,14:25,17000,8.52,144840.00,流入,--
454,14:25,1000,8.52,8520.00,流入,--
455,14:25,600,8.51,5109.00,流出,--
456,14:25,1700,8.52,14484.00,流出,--
457,14:25,20000,8.52,170400.00,流出,--
458,14:25,3200,8.52,27264.00,流出,--
459,14:25,25000,8.52,213000.00,流出,--
460,14:25,1000,8.52,8520.00,流出,--
461,14:25,300,8.53,2559.00,流入,--
462,14:25,300,8.53,2558.00,流入,--
463,14:25,3800,8.51,32342.00,流出,--
464,14:25,3500,8.52,29820.00,流入,--
465,14:25,150,8.51,1276.50,流出,--
466,14:24,30000,8.52,255600.00,流入,--
467,14:24,600,8.52,5112.00,流入,--
468,14:24,7100,8.52,60492.00,流出,--
469,14:24,3000,8.52,25560.00,流出,--
470,14:24,34300,8.53,292238.00,流入,--
471,14:24,20000,8.52,170400.00,流出,--
472,14:24,4100,8.52,34972.00,流出,--
473,14:24,1500,8.53,12795.00,流入,--
474,14:24,500,8.52,4260.00,流出,--
475,14:24,13600,8.52,115872.00,流出,--
476,14:24,3000,8.52,25588.00,流出,--
477,14:24,2000,8.53,17060.00,流入,--
478,14:24,700,8.53,5971.00,流入,--
479,14:24,100,8.53,853.00,流入,--
480,14:23,300,8.53,2559.00,流入,--
481,14:23,500,8.53,4265.00,流入,--
482,14:23,4000,8.52,34080.00,流出,--
483,14:23,3500,8.53,29855.00,流入,--
484,14:23,400,8.53,3412.00,流入,--
485,14:23,1300,8.52,11076.00,流出,--
486,14:23,200,8.53,1706.00,流入,--
487,14:23,500,8.52,4260.00,流出,--
488,14:23,7000,8.53,59710.00,流入,--
489,14:23,200,8.53,1706.00,流入,--
490,14:22,28600,8.52,243708.00,流出,--
491,14:22,15000,8.53,127850.00,流入,--
492,14:22,6000,8.52,51123.00,流出,--
493,14:22,600,8.52,5115.00,流出,--
494,14:22,2600,8.53,22176.00,流入,--
495,14:22,600,8.53,5118.00,流入,--
496,14:22,200,8.53,1706.00,流入,--
497,14:22,6000,8.52,51120.00,流出,--
498,14:22,17700,8.52,150804.00,流入,--
499,14:21,18900,8.52,161028.00,流出,--
500,14:21,2000,8.52,17040.00,流出,--
501,14:21,1200,8.53,10236.00,流入,--
502,14:21,7800,8.52,66456.00,流入,--
503,14:21,9000,8.52,76680.00,流出,--
504,14:21,10000,8.52,85200.00,流出,--
505,14:21,3200,8.52,27264.00,流入,--
506,14:20,1400,8.52,11928.00,流入,--
507,14:20,500,8.52,4260.00,流入,--
508,14:20,7400,8.52,63048.00,流出,--
509,14:20,28000,8.52,238560.00,流出,--
510,14:20,11000,8.52,93720.00,流出,--
511,14:20,300,8.52,2556.00,流出,--
512,14:20,29200,8.53,248863.00,流入,--
513,14:20,1300,8.53,11082.00,流入,--
514,14:20,3200,8.52,27289.00,流出,--
515,14:20,22000,8.52,187460.00,流出,--
516,14:20,100,8.53,853.00,流入,--
517,14:20,22100,8.52,188292.00,流出,--
518,14:20,17900,8.53,152687.00,流入,--
519,14:20,900,8.53,7677.00,流入,--
520,14:19,300,8.53,2559.00,流入,--
521,14:19,11100,8.52,94583.00,流出,--
522,14:19,20000,8.52,170400.00,流出,--
523,14:19,1000,8.53,8530.00,流入,--
524,14:19,20000,8.52,170400.00,流出,--
525,14:19,400,8.53,3412.00,流入,--
526,14:19,100,8.52,852.00,流出,--
527,14:19,200,8.53,1706.00,流入,--
528,14:19,36900,8.53,314757.00,流出,--
529,14:19,1100,8.53,9383.00,流出,--
530,14:19,5200,8.53,44356.00,流入,--
531,14:19,28000,8.53,238840.00,流入,--
532,14:19,8100,8.53,69093.00,流入,--
533,14:18,200,8.52,1704.00,流出,--
534,14:18,300,8.53,2559.00,流入,--
535,14:18,19700,8.53,168041.00,流出,--
536,14:18,2600,8.53,22194.00,流出,--
537,14:18,200,8.54,1708.00,流入,--
538,14:18,500,8.53,4265.00,流出,--
539,14:18,1800,8.54,15370.00,流入,--
540,14:18,1100,8.54,9394.00,流入,--
541,14:18,30000,8.53,255900.00,流出,--
542,14:18,7400,8.53,63122.00,流入,--
543,14:18,1800,8.53,15354.00,流入,--
544,14:18,5700,8.53,48621.00,流入,--
545,14:17,1000,8.53,8530.00,流入,--
546,14:17,1200,8.53,10234.00,流入,--
547,14:17,7400,8.53,63122.00,流入,--
548,14:17,900,8.53,7677.00,流入,--
549,14:17,100,8.53,853.00,流入,--
550,14:17,26500,8.53,226045.00,流出,--
551,14:17,300,8.54,2562.00,流入,--
552,14:17,100,8.53,853.00,流出,--
553,14:17,200,8.53,1706.00,流出,--
554,14:17,2000,8.53,17060.00,流出,--
555,14:17,32900,8.53,280637.00,流入,--
556,14:17,12600,8.53,107478.00,流入,--
557,14:17,6300,8.53,53739.00,流入,--
558,14:17,1600,8.52,13640.00,流出,--
559,14:17,10400,8.53,88712.00,流入,--
560,14:17,5000,8.52,42600.00,流出,--
561,14:17,100,8.53,853.00,流入,--
562,14:16,100,8.52,852.00,流出,--
563,14:16,11700,8.53,99801.00,流入,--
564,14:16,3100,8.52,26437.00,流出,--
565,14:16,20000,8.52,170400.00,流出,--
566,14:16,1500,8.52,12780.00,流出,--
567,14:16,37800,8.52,322056.00,流入,--
568,14:16,3000,8.52,25560.00,流入,--
569,14:16,300,8.52,2556.00,流入,--
570,14:16,1000,8.52,8520.00,流入,--
571,14:16,600,8.52,5110.00,流入,--
572,14:16,26600,8.52,226632.00,流入,--
573,14:16,4700,8.52,40038.00,流入,--
574,14:16,3000,8.52,25560.00,流入,--
575,14:16,800,8.52,6816.00,流入,--
576,14:16,200,8.52,1704.00,流入,--
577,14:16,9470,8.51,80589.70,流出,--
578,14:16,200,8.52,1704.00,流入,--
579,14:16,13800,8.52,117451.00,流入,--
580,14:15,200,8.52,1704.00,流入,--
581,14:15,200,8.51,1702.00,流出,--
582,14:15,9400,8.51,79994.00,流入,--
583,14:15,12100,8.51,102971.00,流入,--
584,14:15,600,8.51,5106.00,流入,--
585,14:15,200,8.51,1702.00,流入,--
586,14:15,1300,8.51,11061.00,流入,--
587,14:15,5600,8.50,47600.00,流出,--
588,14:15,2000,8.51,17020.00,流入,--
589,14:15,1600,8.50,13600.00,流出,--
590,14:15,500,8.50,4250.00,流出,--
591,14:15,5000,8.51,42550.00,流入,--
592,14:15,2000,8.49,16998.06,流出,--
593,14:15,2894,8.50,24599.00,流入,--
594,14:15,2700,8.50,22948.00,流入,--
595,14:14,2100,8.50,17840.00,流入,--
596,14:14,1600,8.50,13600.00,流入,--
597,14:14,11500,8.50,97663.00,流入,--
598,14:14,100,8.50,850.00,流入,--
599,14:14,20106,8.50,170995.00,流出,--
600,14:14,2000,8.50,17000.00,流出,--
601,14:14,2394,8.50,20349.00,流入,--
602,14:14,400,8.50,3398.00,流入,--
603,14:14,17406,8.50,147951.00,流出,--
604,14:14,100,8.50,850.00,流出,--
605,14:14,20000,8.50,170000.00,流出,--
606,14:14,5000,8.51,42550.00,流入,--
607,14:14,8200,8.50,69775.00,流出,--
608,14:14,16294,8.50,138444.00,流入,--
609,14:14,8000,8.50,68000.00,流入,--
610,14:14,24200,8.49,205478.00,流出,--
611,14:14,17000,8.50,144500.00,流入,--
612,14:13,27200,8.49,230960.00,流出,--
613,14:13,5200,8.50,44198.00,流入,--
614,14:13,7000,8.49,59430.00,流出,--
