data0,data1,data2,data3,data4,data5,data6
1891,14:41,800,19.71,15773.00,流出,--
1892,14:41,3000,19.71,59130.00,流出,--
1893,14:41,300,19.72,5916.00,流入,--
1894,14:41,2200,19.72,43384.00,流出,--
1895,14:41,2500,19.72,49300.00,流出,--
1896,14:40,1700,19.72,33534.00,流出,--
1897,14:40,400,19.72,7888.00,流出,--
1898,14:40,100,19.73,1973.00,流入,--
1899,14:40,2400,19.73,47352.00,流出,--
1900,14:40,800,19.73,15784.00,流入,--
1901,14:40,1400,19.73,27622.00,流入,--
1902,14:40,3400,19.73,67082.00,流出,--
1903,14:39,1900,19.74,37496.00,流入,--
1904,14:39,600,19.74,11844.00,流入,--
1905,14:39,200,19.73,3946.00,流出,--
1906,14:39,300,19.74,5922.00,流入,--
1907,14:39,900,19.74,17766.00,流出,--
1908,14:39,500,19.75,9875.00,流入,--
1909,14:39,2800,19.75,55300.00,流入,--
1910,14:39,100,19.75,1975.00,流出,--
1911,14:39,500,19.75,9875.00,流出,--
1912,14:39,9100,19.75,179725.00,流入,--
1913,14:38,5600,19.75,110563.00,流入,--
1914,14:38,600,19.74,11844.00,流入,--
1915,14:38,700,19.74,13818.00,流出,--
1916,14:38,1100,19.75,21722.00,流入,--
1917,14:38,100,19.74,1974.00,流出,--
1918,14:38,2200,19.74,43428.00,流出,--
1919,14:38,200,19.75,3950.00,流入,--
1920,14:38,6000,19.74,118440.00,流出,--
1921,14:37,500,19.75,9875.00,流入,--
1922,14:37,10100,19.73,199273.00,流出,--
1923,14:37,1200,19.75,23700.00,流入,--
1924,14:37,200,19.73,3946.00,流出,--
1925,14:37,800,19.75,15800.00,流入,--
1926,14:37,3400,19.73,67112.00,流出,--
1927,14:37,2500,19.74,49355.00,平盘,--
1928,14:36,3200,19.75,63148.00,流入,--
1929,14:36,1300,19.75,25665.00,流入,--
1930,14:36,100,19.74,1974.00,流出,--
1931,14:36,4300,19.74,84884.00,流出,--
1932,14:36,1000,19.75,19750.00,流入,--
1933,14:36,5300,19.75,104675.00,流出,--
1934,14:36,600,19.75,11853.00,流出,--
1935,14:36,2500,19.75,49402.00,流出,--
1936,14:36,2600,19.76,51376.00,流出,--
1937,14:35,1400,19.77,27678.00,流入,--
1938,14:35,300,19.76,5928.00,流入,--
1939,14:35,2100,19.76,41496.00,流出,--
1940,14:35,2600,19.78,51408.00,流入,--
1941,14:35,4500,19.76,88940.00,流出,--
1942,14:35,400,19.78,7912.00,流入,--
1943,14:35,1000,19.76,19760.00,流出,--
1944,14:35,700,19.78,13846.00,流入,--
1945,14:35,5700,19.78,112764.00,流出,--
1946,14:35,800,19.79,15832.00,流入,--
1947,14:35,600,19.79,11874.00,流入,--
1948,14:34,2200,19.78,43516.00,流入,--
1949,14:34,700,19.78,13846.00,流入,--
1950,14:34,700,19.78,13846.00,流入,--
1951,14:34,2400,19.78,47472.00,流出,--
1952,14:34,2000,19.79,39580.00,流入,--
1953,14:34,7100,19.78,140428.00,流入,--
1954,14:34,1800,19.78,35592.00,流入,--
1955,14:34,1200,19.78,23736.00,流入,--
1956,14:34,700,19.77,13839.00,流出,--
1957,14:34,700,19.76,13832.00,流出,--
1958,14:34,4900,19.76,96824.00,流入,--
1959,14:33,800,19.76,15808.00,流入,--
1960,14:33,1000,19.76,19760.00,流入,--
1961,14:33,1400,19.76,27664.00,流入,--
1962,14:33,3000,19.76,59280.00,流入,--
1963,14:33,100,19.75,1975.00,流出,--
1964,14:33,400,19.76,7904.00,流入,--
1965,14:33,300,19.75,5925.00,流出,--
1966,14:33,1900,19.75,37525.00,流入,--
1967,14:33,500,19.75,9875.00,流入,--
1968,14:33,700,19.75,13825.00,流入,--
1969,14:32,600,19.75,11850.00,流入,--
1970,14:32,1100,19.75,21720.00,流入,--
1971,14:32,7600,19.75,150100.00,流入,--
1972,14:32,400,19.74,7896.00,流出,--
1973,14:32,300,19.74,5922.00,流入,--
1974,14:32,200,19.74,3948.00,流出,--
1975,14:32,1000,19.74,19738.00,流入,--
1976,14:32,1000,19.73,19730.00,流出,--
1977,14:32,700,19.74,13818.00,流入,--
1978,14:32,2300,19.74,45402.00,流入,--
1979,14:32,1100,19.74,21714.00,流入,--
1980,14:31,500,19.73,9865.00,流入,--
1981,14:31,1500,19.73,29595.00,流入,--
1982,14:31,3000,19.72,59160.00,流出,--
1983,14:31,200,19.72,3944.00,流出,--
1984,14:31,800,19.73,15784.00,流入,--
1985,14:31,1000,19.73,19730.00,流入,--
1986,14:31,1000,19.72,19720.00,流出,--
1987,14:31,100,19.73,1973.00,流入,--
1988,14:31,500,19.73,9865.00,流入,--
1989,14:31,200,19.73,3946.00,流入,--
1990,14:30,1300,19.73,25649.00,流入,--
1991,14:30,9000,19.72,177480.00,流入,--
1992,14:30,300,19.72,5916.00,流入,--
1993,14:30,300,19.71,5913.00,流出,--
1994,14:30,900,19.72,17744.00,流入,--
1995,14:30,200,19.72,3944.00,流入,--
1996,14:30,1,19.71,19.71,流出,--
1997,14:29,10000,19.72,197200.00,流入,--
1998,14:29,4000,19.71,78840.00,流出,--
1999,14:29,100,19.71,1971.00,流入,--
2000,14:29,1700,19.71,33507.00,流入,--
2001,14:29,500,19.70,9850.00,流出,--
2002,14:29,3800,19.70,74860.00,流出,--
2003,14:29,1000,19.71,19710.00,流入,--
2004,14:29,7000,19.70,137955.00,流出,--
2005,14:29,1000,19.71,19710.00,流入,--
2006,14:29,100,19.71,1971.00,流出,--
2007,14:29,500,19.71,9855.00,流出,--
2008,14:29,100,19.71,1971.00,流入,--
2009,14:29,1900,19.71,37433.00,流入,--
2010,14:28,1000,19.70,19700.00,流出,--
2011,14:28,3600,19.70,70920.00,流出,--
2012,14:28,100,19.71,1971.00,流入,--
2013,14:28,1000,19.71,19710.00,流入,--
2014,14:28,8700,19.71,171656.00,流出,--
2015,14:28,1300,19.75,25675.00,流出,--
2016,14:28,300,19.75,5925.00,流出,--
2017,14:28,2500,19.75,49370.00,流入,--
2018,14:28,9500,19.74,187406.00,流入,--
2019,14:27,200,19.73,3946.00,流入,--
2020,14:27,1300,19.70,25610.00,流出,--
2021,14:27,300,19.70,5910.00,流入,--
2022,14:27,2000,19.70,39386.00,流入,--
2023,14:26,200,19.67,3934.00,流出,--
2024,14:26,1000,19.67,19665.00,流入,--
2025,14:26,2800,19.66,55068.00,流出,--
2026,14:26,800,19.67,15736.00,流入,--
2027,14:26,1000,19.66,19660.00,流出,--
2028,14:26,100,19.67,1967.00,流入,--
2029,14:26,1000,19.67,19670.00,流入,--
2030,14:26,600,19.67,11797.00,流入,--
2031,14:26,100,19.67,1967.00,流入,--
2032,14:26,1000,19.67,19670.00,流入,--
2033,14:26,10600,19.66,208396.00,流入,--
2034,14:25,6100,19.66,119926.00,流入,--
2035,14:25,6800,19.65,133620.00,流出,--
2036,14:25,2300,19.65,45200.00,流出,--
2037,14:25,100,19.65,1965.00,流出,--
2038,14:25,200,19.66,3932.00,流入,--
2039,14:25,7300,19.66,143518.00,流出,--
2040,14:25,8800,19.66,173095.00,流出,--
2041,14:25,2000,19.66,39320.00,流出,--
2042,14:25,2500,19.67,49160.00,流入,--
2043,14:25,100,19.67,1967.00,流入,--
2044,14:25,3700,19.67,72789.00,流出,--
2045,14:25,800,19.67,15736.00,流出,--
2046,14:25,2800,19.67,55077.00,流出,--
2047,14:24,7800,19.67,153437.00,流出,--
2048,14:24,600,19.67,11802.00,流出,--
2049,14:24,500,19.67,9835.00,流出,--
2050,14:24,1000,19.67,19670.00,流出,--
2051,14:24,1300,19.69,25588.00,流入,--
2052,14:24,500,19.68,9840.00,流入,--
2053,14:24,3600,19.67,70831.00,流出,--
2054,14:24,500,19.69,9845.00,流入,--
2055,14:24,3300,19.69,64977.00,流出,--
2056,14:24,800,19.70,15759.00,流入,--
2057,14:24,2900,19.70,57130.00,流入,--
2058,14:24,1400,19.69,27566.00,流入,--
2059,14:24,500,19.69,9845.00,流入,--
2060,14:23,10000,19.69,196792.00,流入,--
2061,14:23,1300,19.67,25571.00,流入,--
2062,14:23,1200,19.67,23604.00,流入,--
2063,14:23,600,19.67,11802.00,流入,--
2064,14:23,600,19.67,11802.00,流入,--
2065,14:23,200,19.67,3934.00,流入,--
2066,14:23,1100,19.67,21633.00,流入,--
2067,14:23,17200,19.67,338175.00,流出,--
2068,14:23,19000,19.68,373876.00,流入,--
2069,14:23,200,19.67,3934.00,流入,--
2070,14:23,3600,19.67,70797.00,流入,--
2071,14:23,600,19.67,11802.00,流入,--
2072,14:23,700,19.66,13767.00,流出,--
2073,14:23,800,19.67,15736.00,流入,--
2074,14:23,400,19.67,7868.00,流入,--
2075,14:22,1100,19.66,21627.00,流出,--
2076,14:22,500,19.67,9835.00,流入,--
2077,14:22,2100,19.67,41307.00,流入,--
2078,14:22,400,19.66,7864.00,流入,--
2079,14:22,300,19.66,5898.00,流入,--
2080,14:22,17800,19.66,349863.00,流入,--
2081,14:22,2200,19.66,43252.00,流入,--
2082,14:22,1800,19.66,35388.00,流入,--
2083,14:22,3500,19.66,68777.00,流入,--
2084,14:22,1000,19.66,19660.00,流入,--
2085,14:22,700,19.66,13762.00,流入,--
2086,14:22,300,19.64,5892.00,流出,--
2087,14:22,2960,19.64,58124.80,流入,--
2088,14:22,1900,19.63,37297.00,流入,--
2089,14:21,4300,19.62,84379.00,流出,--
2090,14:21,3300,19.63,64779.00,流入,--
2091,14:21,100,19.63,1963.00,流入,--
2092,14:21,1100,19.66,21603.00,流入,--
2093,14:21,3100,19.63,60853.00,流入,--
2094,14:21,10900,19.63,213954.00,流出,--
2095,14:21,3900,19.64,76596.00,流出,--
2096,14:21,1000,19.64,19640.00,流入,--
2097,14:21,1700,19.64,33388.00,流入,--
2098,14:21,100,19.64,1964.00,流入,--
2099,14:21,5900,19.60,115656.00,流出,--
2100,14:21,2500,19.64,49039.00,流入,--
2101,14:21,5300,19.60,103880.00,流入,--
2102,14:21,3100,19.60,60760.00,流入,--
2103,14:21,1500,19.60,29390.00,流入,--
2104,14:20,700,19.59,13713.00,流入,--
2105,14:20,14000,19.59,274260.00,流入,--
2106,14:20,1100,19.59,21549.00,流入,--
2107,14:20,1500,19.59,29373.00,流入,--
2108,14:20,2200,19.59,43093.00,流入,--
2109,14:20,600,19.59,11754.00,流入,--
2110,14:20,3900,19.59,76401.00,流入,--
2111,14:20,2300,19.59,45046.00,流入,--
2112,14:20,400,19.59,7836.00,流入,--
2113,14:20,500,19.59,9795.00,流入,--
2114,14:20,9800,19.59,191894.00,流入,--
2115,14:20,900,19.59,17631.00,流入,--
2116,14:20,1600,19.59,31342.00,流入,--
2117,14:20,1000,19.59,19590.00,流入,--
2118,14:20,700,19.58,13706.00,流出,--
2119,14:20,100,19.59,1959.00,流入,--
2120,14:20,5000,19.58,97900.00,流出,--
2121,14:20,11300,19.59,221359.00,流出,--
2122,14:19,1000,19.60,19600.00,流入,--
2123,14:19,900,19.59,17631.00,流出,--
2124,14:19,2200,19.60,43120.00,流入,--
2125,14:19,300,19.58,5874.00,流出,--
2126,14:19,3400,19.58,66596.00,流出,--
2127,14:19,16700,19.60,327212.00,流入,--
2128,14:19,8800,19.59,172392.00,流入,--
2129,14:19,700,19.58,13706.00,流入,--
2130,14:19,23400,19.55,457665.00,流出,--
2131,14:19,1600,19.58,31328.00,流出,--
2132,14:19,3500,19.59,68547.00,流入,--
2133,14:19,2500,19.59,48975.00,流入,--
2134,14:19,1300,19.58,25466.00,流出,--
2135,14:19,1500,19.59,29387.00,流出,--
2136,14:19,3700,19.60,72520.00,流入,--
2137,14:19,4200,19.60,82331.00,流出,--
2138,14:19,500,19.60,9800.00,流出,--
2139,14:19,1000,19.61,19610.00,平盘,--
2140,14:19,71300,19.60,1397482.00,流出,--
2141,14:18,5000,19.61,98030.00,流入,--
2142,14:18,1300,19.62,25505.00,流入,--
2143,14:18,2000,19.62,39221.00,流入,--
2144,14:18,21200,19.62,415742.00,流入,--
2145,14:18,2000,19.61,39220.00,流出,--
2146,14:18,300,19.62,5886.00,流入,--
2147,14:18,27300,19.62,535656.00,流出,--
2148,14:18,6500,19.62,127589.00,流出,--
2149,14:18,1400,19.63,27482.00,流入,--
2150,14:18,2000,19.63,39263.00,流出,--
2151,14:18,900,19.64,17676.00,流入,--
2152,14:18,600,19.63,11778.00,流出,--
2153,14:18,2000,19.63,39260.00,流出,--
2154,14:18,400,19.64,7856.00,流入,--
2155,14:18,3000,19.64,58920.00,流入,--
2156,14:18,14500,19.63,284635.00,流出,--
2157,14:18,200,19.64,3928.00,流入,--
2158,14:18,9300,19.64,182702.00,流出,--
2159,14:18,2600,19.64,51064.00,流出,--
2160,14:17,4900,19.64,96226.00,流入,--
2161,14:17,8900,19.64,174797.00,流出,--
2162,14:17,2500,19.64,49108.00,流出,--
2163,14:17,100,19.65,1965.00,流入,--
2164,14:17,500,19.65,9825.00,流入,--
2165,14:17,1100,19.65,21615.00,流入,--
2166,14:17,900,19.65,17685.00,流出,--
2167,14:17,2300,19.65,45195.00,流入,--
2168,14:17,2600,19.65,51091.00,流出,--
2169,14:17,7700,19.66,151310.00,流入,--
2170,14:17,3000,19.65,58950.00,流出,--
2171,14:17,2300,19.65,45195.00,流出,--
2172,14:17,3400,19.66,66830.00,流入,--
2173,14:17,7100,19.65,139516.00,流出,--
2174,14:17,500,19.66,9830.00,流入,--
2175,14:17,700,19.65,13755.00,流出,--
2176,14:17,900,19.66,17694.00,流入,--
2177,14:16,600,19.65,11790.00,流出,--
2178,14:16,1700,19.66,33422.00,流入,--
2179,14:16,100,19.66,1966.00,流入,--
2180,14:16,3800,19.66,74708.00,流出,--
2181,14:16,400,19.66,7864.00,流出,--
2182,14:16,3300,19.66,64878.00,流出,--
2183,14:16,500,19.66,9830.00,流出,--
2184,14:16,100,19.65,1965.00,流出,--
2185,14:16,3100,19.67,60966.00,流入,--
2186,14:16,900,19.66,17694.00,流入,--
2187,14:16,500,19.66,9830.00,流入,--
2188,14:16,2500,19.66,49150.00,流出,--
2189,14:16,600,19.66,11796.00,流出,--
2190,14:16,500,19.67,9835.00,流入,--
2191,14:15,9600,19.66,188751.00,流出,--
2192,14:15,500,19.66,9830.00,流出,--
2193,14:15,1500,19.66,29490.00,流出,--
2194,14:15,100,19.66,1966.00,流出,--
2195,14:15,1600,19.66,31456.00,流入,--
2196,14:15,7700,19.65,151350.00,流出,--
2197,14:15,3000,19.66,58980.00,流入,--
2198,14:15,1300,19.66,25558.00,流入,--
2199,14:15,5200,19.66,102232.00,流出,--
2200,14:15,500,19.66,9833.00,流出,--
2201,14:15,300,19.67,5901.00,流入,--
2202,14:15,2100,19.67,41307.00,流出,--
2203,14:15,3200,19.67,62924.00,流入,--
2204,14:15,2000,19.67,39340.00,流入,--
2205,14:15,400,19.66,7864.00,流出,--
2206,14:15,2000,19.66,39335.00,流出,--
2207,14:14,300,19.67,5901.00,流入,--
2208,14:14,800,19.67,15736.00,流入,--
2209,14:14,3500,19.66,68813.00,流出,--
2210,14:14,2300,19.66,45218.00,流入,--
2211,14:14,500,19.66,9828.00,流入,--
2212,14:14,1600,19.65,31451.00,流出,--
2213,14:14,1000,19.65,19650.00,流出,--
2214,14:14,500,19.65,9825.00,流出,--
2215,14:14,500,19.65,9825.00,流出,--
2216,14:14,1100,19.65,21615.00,流出,--
2217,14:14,10400,19.65,204360.00,流入,--
2218,14:14,14200,19.65,278930.00,流入,--
2219,14:14,1800,19.64,35365.00,流出,--
2220,14:14,100,19.65,1965.00,流入,--
2221,14:14,700,19.64,13750.00,流出,--
2222,14:14,300,19.65,5895.00,流入,--
2223,14:14,400,19.65,7860.00,流入,--
2224,14:13,400,19.65,7860.00,流入,--
2225,14:13,4100,19.64,80536.00,流入,--
2226,14:13,500,19.64,9820.00,流入,--
2227,14:13,3400,19.64,66789.00,流出,--
2228,14:13,1100,19.65,21615.00,流入,--
2229,14:13,3600,19.65,70760.00,流入,--
2230,14:13,4200,19.65,82595.00,流出,--
2231,14:13,3900,19.67,76660.00,流入,--
2232,14:13,1700,19.67,33431.00,流入,--
2233,14:13,300,19.66,5896.00,流入,--
2234,14:13,1800,19.66,35383.00,流出,--
2235,14:13,400,19.66,7864.00,流出,--
2236,14:13,700,19.66,13762.00,平盘,--
2237,14:13,3400,19.67,66770.00,流入,--
2238,14:13,8900,19.66,174898.00,流入,--
2239,14:13,4600,19.66,90436.00,流入,--
2240,14:13,4500,19.65,88426.00,流出,--
2241,14:13,400,19.65,7860.00,流出,--
2242,14:13,200,19.66,3932.00,流入,--
2243,14:12,500,19.66,9830.00,流出,--
2244,14:12,6900,19.65,135632.00,流出,--
2245,14:12,1000,19.67,19670.00,流入,--
2246,14:12,3500,19.67,68845.00,流出,--
2247,14:12,1200,19.68,23616.00,流入,--
2248,14:12,6500,19.68,127920.00,流出,--
2249,14:12,6700,19.68,131856.00,流出,--
2250,14:12,500,19.68,9840.00,流出,--
2251,14:12,1000,19.69,19690.00,流出,--
2252,14:12,2400,19.70,47280.00,流入,--
2253,14:12,1100,19.69,21659.00,流出,--
2254,14:12,3800,19.69,74832.00,流出,--
2255,14:12,100,19.70,1970.00,流入,--
2256,14:12,18800,19.70,370360.00,流出,--
2257,14:12,13300,19.70,262018.00,流出,--
2258,14:12,23900,19.70,470830.00,流出,--
2259,14:12,4600,19.70,90620.00,流出,--
2260,14:11,300,19.70,5910.00,流出,--
2261,14:11,700,19.71,13792.00,流入,--
2262,14:11,14500,19.70,285650.00,流出,--
2263,14:11,7500,19.70,147819.00,流出,--
2264,14:11,7000,19.71,137975.00,流出,--
2265,14:11,1100,19.72,21692.00,流入,--
2266,14:11,100,19.72,1972.00,流入,--
2267,14:11,2800,19.71,55202.00,流出,--
2268,14:11,30000,19.71,591366.00,流出,--
2269,14:11,1800,19.72,35496.00,流出,--
2270,14:11,1700,19.73,33541.00,流入,--
2271,14:11,3600,19.72,70992.00,流出,--
2272,14:11,300,19.73,5919.00,流入,--
2273,14:11,100,19.72,1972.00,流出,--
2274,14:11,10200,19.72,201162.00,流出,--
2275,14:11,3600,19.74,71033.00,流入,--
2276,14:11,2500,19.73,49325.00,流出,--
2277,14:10,4100,19.73,80893.00,流出,--
2278,14:10,800,19.73,15784.00,流出,--
2279,14:10,1900,19.72,37468.00,流出,--
2280,14:10,2700,19.72,53270.00,流出,--
2281,14:10,1500,19.73,29595.00,流入,--
2282,14:10,400,19.73,7892.00,流入,--
2283,14:10,900,19.73,17757.00,流入,--
2284,14:10,14700,19.73,290031.00,流出,--
2285,14:10,500,19.74,9870.00,流入,--
2286,14:09,500,19.74,9866.00,流入,--
2287,14:09,300,19.74,5922.00,流入,--
2288,14:09,2000,19.73,39460.00,流出,--
2289,14:09,3000,19.73,59190.00,流出,--
2290,14:09,3400,19.74,67091.00,流入,--
2291,14:09,4200,19.74,82908.00,流出,--
2292,14:09,100,19.74,1974.00,流出,--
2293,14:09,2400,19.74,47371.00,流入,--
2294,14:09,1000,19.74,19740.00,流入,--
2295,14:09,600,19.74,11844.00,流出,--
2296,14:09,1000,19.74,19740.00,流出,--
2297,14:09,1500,19.74,29610.00,流出,--
2298,14:09,1000,19.75,19750.00,流入,--
2299,14:08,1100,19.75,21725.00,流出,--
2300,14:08,2100,19.76,41489.00,流入,--
2301,14:08,200,19.75,3950.00,流出,--
2302,14:08,400,19.75,7900.00,流出,--
2303,14:08,36000,19.73,710423.00,流出,--
2304,14:08,1000,19.75,19750.00,流出,--
2305,14:08,100,19.75,1975.00,流出,--
2306,14:08,3000,19.76,59280.00,流入,--
2307,14:08,300,19.75,5925.00,流入,--
2308,14:08,800,19.75,15800.00,流出,--
2309,14:07,100,19.76,1976.00,流入,--
2310,14:07,21000,19.74,414554.00,流出,--
2311,14:07,100,19.75,1975.00,流出,--
2312,14:07,1300,19.76,25688.00,流入,--
2313,14:07,900,19.76,17784.00,流入,--
2314,14:07,2300,19.75,45425.00,流出,--
2315,14:07,1100,19.75,21725.00,流出,--
2316,14:07,900,19.74,17770.00,流出,--
2317,14:07,1200,19.74,23689.00,流出,--
2318,14:07,2300,19.75,45425.00,流入,--
2319,14:07,1000,19.75,19750.00,流入,--
2320,14:06,300,19.74,5922.00,流入,--
2321,14:06,4000,19.74,78960.00,流入,--
2322,14:06,2000,19.74,39480.00,流入,--
2323,14:06,6700,19.74,132258.00,流出,--
2324,14:06,1200,19.75,23700.00,流出,--
2325,14:06,800,19.75,15800.00,流出,--
2326,14:06,100,19.75,1975.00,平盘,--
2327,14:06,800,19.75,15800.00,流出,--
2328,14:06,1000,19.74,19741.00,流出,--
2329,14:05,100,19.75,1975.00,平盘,--
2330,14:05,3900,19.74,77006.00,流出,--
2331,14:05,100,19.74,1974.00,流出,--
2332,14:05,500,19.75,9875.00,流入,--
2333,14:05,3100,19.74,61200.00,流出,--
2334,14:05,100,19.74,1974.00,流出,--
2335,14:05,1000,19.74,19740.00,流出,--
2336,14:05,2400,19.74,47376.00,流出,--
2337,14:05,1200,19.74,23688.00,流出,--
2338,14:05,500,19.75,9875.00,流入,--
2339,14:05,900,19.75,17775.00,流出,--
2340,14:05,1000,19.76,19760.00,流入,--
2341,14:04,1400,19.76,27654.00,流出,--
2342,14:04,10500,19.75,207381.00,流出,--
2343,14:04,1400,19.76,27664.00,流出,--
2344,14:04,100,19.76,1976.00,流出,--
2345,14:04,300,19.76,5928.00,流出,--
2346,14:04,100,19.77,1977.00,流入,--
2347,14:04,800,19.77,15816.00,流出,--
2348,14:04,100,19.78,1978.00,流出,--
2349,14:04,100,19.78,1978.00,流入,--
2350,14:04,3000,19.77,59310.00,流出,--
2351,14:04,1000,19.77,19772.00,流出,--
2352,14:03,500,19.79,9895.00,流入,--
2353,14:03,100,19.79,1979.00,流入,--
2354,14:03,500,19.79,9895.00,流入,--
2355,14:03,4900,19.79,96897.00,流入,--
2356,14:03,200,19.79,3958.00,流入,--
2357,14:03,3100,19.77,61289.00,流出,--
2358,14:03,2000,19.77,39551.00,流出,--
2359,14:03,1300,19.78,25710.00,流入,--
2360,14:03,200,19.78,3957.00,流出,--
2361,14:03,300,19.78,5934.00,流入,--
2362,14:03,3300,19.77,65244.00,流出,--
2363,14:03,100,19.78,1978.00,流入,--
2364,14:03,900,19.78,17799.00,流入,--
2365,14:03,800,19.78,15824.00,流入,--
2366,14:02,600,19.78,11868.00,流入,--
2367,14:02,1100,19.78,21758.00,流入,--
2368,14:02,600,19.78,11868.00,流出,--
2369,14:02,600,19.78,11868.00,流入,--
2370,14:02,1000,19.78,19780.00,流入,--
2371,14:02,500,19.78,9890.00,流入,--
2372,14:02,2300,19.77,45471.00,流出,--
2373,14:02,1000,19.78,19780.00,流入,--
2374,14:02,400,19.78,7912.00,流入,--
2375,14:02,500,19.78,9890.00,流出,--
2376,14:02,700,19.78,13841.00,流入,--
2377,14:02,2500,19.77,49428.00,流出,--
2378,14:02,400,19.78,7912.00,流入,--
2379,14:02,2800,19.75,55310.00,流出,--
2380,14:02,1200,19.77,23724.00,流入,--
2381,14:01,400,19.75,7902.00,流出,--
2382,14:01,300,19.77,5931.00,流入,--
2383,14:01,1000,19.75,19750.00,流出,--
2384,14:01,200,19.77,3954.00,流入,--
2385,14:01,900,19.77,17777.00,流入,--
2386,14:01,1000,19.75,19750.00,流出,--
2387,14:01,1000,19.75,19750.00,流出,--
2388,14:01,200,19.77,3954.00,流入,--
2389,14:01,1900,19.75,37525.00,流出,--
2390,14:01,1400,19.75,27650.00,流入,--
2391,14:01,3300,19.75,65175.00,流入,--
2392,14:01,500,19.75,9875.00,流入,--
2393,14:01,500,19.75,9875.00,流入,--
2394,14:00,600,19.75,11850.00,流入,--
2395,14:00,7400,19.75,146150.00,流出,--
2396,14:00,200,19.75,3950.00,流出,--
2397,14:00,200,19.75,3950.00,流出,--
2398,14:00,5500,19.75,108625.00,流出,--
2399,14:00,2000,19.78,39548.00,流入,--
2400,14:00,1100,19.74,21714.00,流出,--
2401,14:00,2000,19.75,39500.00,流入,--
2402,14:00,100,19.74,1974.00,流出,--
2403,14:00,9200,19.75,181696.00,流入,--
2404,14:00,200,19.75,3950.00,流入,--
2405,14:00,1100,19.74,21714.00,流出,--
2406,14:00,3000,19.75,59250.00,流入,--
2407,14:00,2600,19.75,51350.00,流出,--
2408,13:59,100,19.75,1975.00,流出,--
2409,13:59,2100,19.74,41454.00,流出,--
2410,13:59,100,19.74,1974.00,流出,--
2411,13:59,1000,19.73,19730.00,流出,--
2412,13:59,1000,19.74,19740.00,流入,--
2413,13:59,600,19.73,11843.00,流出,--
2414,13:59,1600,19.73,31568.00,流出,--
2415,13:59,1900,19.73,37487.00,流入,--
2416,13:59,13400,19.73,264252.00,流入,--
2417,13:59,1700,19.73,33541.00,流入,--
2418,13:59,9900,19.73,195327.00,流出,--
2419,13:58,6200,19.74,122328.00,流入,--
2420,13:58,500,19.73,9865.00,流出,--
2421,13:58,4900,19.74,96726.00,流入,--
2422,13:58,1500,19.73,29600.00,流出,--
2423,13:58,1000,19.74,19740.00,流入,--
2424,13:58,500,19.74,9870.00,流入,--
2425,13:58,4100,19.74,80934.00,流出,--
2426,13:58,300,19.75,5925.00,流入,--
2427,13:58,11000,19.75,217260.00,流出,--
2428,13:58,900,19.75,17775.00,流出,--
2429,13:58,500,19.75,9875.00,流出,--
2430,13:57,1000,19.75,19750.00,流出,--
2431,13:57,1000,19.75,19750.00,流出,--
2432,13:57,2000,19.78,39542.00,流入,--
2433,13:57,12100,19.76,239108.00,流出,--
2434,13:57,800,19.77,15816.00,流入,--
2435,13:57,200,19.77,3954.00,流出,--
2436,13:57,3300,19.78,65249.00,流入,--
2437,13:57,300,19.77,5931.00,流出,--
2438,13:57,500,19.78,9890.00,流入,--
2439,13:57,1100,19.77,21747.00,流出,--
2440,13:57,500,19.78,9890.00,流入,--
2441,13:57,500,19.77,9885.00,流出,--
2442,13:57,1000,19.78,19780.00,流出,--
2443,13:56,200,19.79,3958.00,流入,--
2444,13:56,500,19.78,9890.00,流出,--
2445,13:56,2200,19.79,43538.00,流入,--
2446,13:56,100,19.78,1978.00,流出,--
2447,13:56,200,19.78,3956.00,流出,--
2448,13:56,300,19.78,5934.00,流出,--
2449,13:56,1000,19.79,19790.00,流入,--
2450,13:56,700,19.79,13853.00,流出,--
2451,13:56,2000,19.79,39580.00,流出,--
2452,13:56,600,19.79,11874.00,流入,--
2453,13:55,1200,19.78,23738.00,流出,--
2454,13:55,300,19.78,5934.00,流出,--
2455,13:55,200,19.79,3958.00,流入,--
2456,13:55,200,19.79,3958.00,流入,--
2457,13:55,4400,19.78,87036.00,流入,--
2458,13:55,6500,19.76,128490.00,流出,--
2459,13:55,100,19.77,1977.00,流入,--
2460,13:55,1200,19.76,23712.00,流出,--
2461,13:55,3500,19.75,69125.00,流出,--
2462,13:55,1200,19.75,23700.00,流出,--
2463,13:55,1400,19.75,27650.00,流入,--
2464,13:54,300,19.74,5922.00,流出,--
2465,13:54,100,19.75,1975.00,流入,--
2466,13:54,800,19.74,15792.00,流入,--
2467,13:54,2800,19.74,55266.00,流入,--
2468,13:54,3200,19.73,63136.00,流出,--
2469,13:54,2000,19.74,39480.00,流入,--
2470,13:54,2500,19.73,49338.00,流出,--
2471,13:54,1100,19.74,21714.00,流入,--
2472,13:54,2500,19.73,49325.00,流出,--
2473,13:54,700,19.74,13818.00,流入,--
2474,13:54,2400,19.73,47352.00,流出,--
2475,13:54,900,19.74,17766.00,流入,--
2476,13:54,1100,19.73,21703.00,流出,--
2477,13:54,200,19.74,3948.00,流入,--
2478,13:54,1400,19.74,27623.00,流入,--
2479,13:54,8000,19.72,157779.00,流出,--
2480,13:53,1500,19.72,29585.00,流出,--
2481,13:53,1400,19.73,27622.00,流入,--
2482,13:53,3800,19.73,74974.00,流出,--
